Price,ret_1,ret_3,ret_5,ma_dist_10,ma_dist_20,mfi_14,atr_14,rolling_vol_20,vol_change_5
2021-03-15,-0.013303192867554641,0.010289981943102804,-0.01827829226871569,-0.01687229118399573,0.0792865929494608,0.603839297251503,0.05792835121711863,0.04050707157433847,0.7508613647880985
2021-03-16,0.011363545894853713,-0.017917406247556143,0.0028368299082563086,-0.006086594971670687,0.07694919216340866,0.6110943742621708,0.05828096371220871,0.03924163076529813,0.7465673588785269
2021-03-17,-0.03070403676655334,-0.03264368373925425,-0.009050508928596816,-0.03096226858765868,0.03552523204460666,0.5670482135212592,0.05978872272979701,0.037497598772568766,0.5515075259515353
2021-03-18,-0.025967658939498806,-0.0453081498111985,-0.07458910195360835,-0.04867345203626116,0.002734292454614542,0.46136887542553495,0.0620016451758442,0.03816442834426467,1.4595149397698013
2021-03-19,0.02020745743626385,-0.03646423826978829,-0.038403885242489263,-0.023134121461447672,0.01630668600022434,0.3411675618421572,0.061256488305696875,0.03828158328117947,1.3107760603283691
2021-03-22,0.010410021927748361,0.00464982042451336,-0.014690670447186301,-0.00963512206824646,0.018384838952918293,0.2681315844236519,0.05433097923136934,0.03748194379511809,0.87912627260639
2021-03-23,0.031956919552538196,0.06257439891655034,0.0059027032104981714,0.021616043057230343,0.040570521670523524,0.18858544088180892,0.049819639558402226,0.03750420525449789,1.5797126759786007
2021-03-24,-0.02674343360310888,0.015623507877177591,0.009863306373942756,-0.0054237515194886406,0.0047757699925304745,-0.006468805788240673,0.052697432428439675,0.038414033108580756,1.3512668591277224
2021-03-25,-0.0028315783012862984,0.0023819076481429308,0.032999387012155185,-0.004041316676009467,-0.00506667090591171,-0.2700094721705314,0.05184584122227893,0.038314105904869215,0.9308714581551896
2021-03-26,0.017350162326809842,-0.01222484957758519,0.030142091902701198,0.014242187790587016,0.006955404080361943,-0.13665404333095593,0.04867988611505618,0.03661473856600927,0.5895665602010717
2021-03-30,0.040857848933699585,0.05537643295922308,0.06058991890865256,0.05155596287365442,0.040311084613805816,0.06849922299468773,0.047429444256874065,0.03691545644976643,1.4101504982736588
2021-03-31,0.01852251995566781,0.07673053121617734,0.04715551931178224,0.06531784052063747,0.05662495055016352,0.21575652708220816,0.04483852117161368,0.022706339529867836,1.0121476927204967
2021-04-01,-0.005903294253290178,0.053477074636077114,0.06799565866160072,0.05071238336213159,0.04910418590335363,0.20994299624229953,0.04413022136000783,0.021998564991111733,0.8248740186813094
2021-04-05,-0.018138421384443708,-0.005519195682066143,0.05268881557844331,0.023156395718296807,0.02975461206076552,0.09449256148331457,0.044085505057464336,0.02240232878932584,0.6135486822656914
2021-04-06,0.024434002300731138,0.0003922866629971324,0.05977265555236471,0.03909580848221947,0.05372422620377733,0.25380250269932003,0.04470024293503281,0.023008744998198858,1.367255433346495
2021-04-07,0.0243222902524386,0.03061787116872596,0.04323709687110377,0.053616166622127204,0.07569512733269979,0.2740567355630108,0.04302878014180949,0.023021194984813375,0.8509363839969366
2021-04-08,0.008299129803911865,0.057055422357081706,0.03301370671934773,0.05377185440758086,0.07967834871732755,0.36267765831848064,0.04203276246427185,0.022825562861665163,1.06354646504124
2021-04-09,-0.01818314752188253,0.014438272534468027,0.020733853450755416,0.02577165114283017,0.05543169189391167,0.3885577434222512,0.04043972735697387,0.02279199527597577,0.6474626666850982
2021-04-12,-0.060342037898669376,-0.07022605561664,-0.021469763063470267,-0.0371529888861897,-0.0058569049052660084,0.40059172293655193,0.04358685667936413,0.02548564339511309,0.7172131651864334
2021-04-13,0.0027130546314460746,-0.07581213078910581,-0.04319071073275534,-0.03606764498709237,-0.0035675792051641925,0.3110569033599506,0.04295794982662204,0.025230339428540964,0.856186305511954
2021-04-15,0.013175995277328368,-0.04445298798989481,-0.05433700570786552,-0.02221686958504631,0.007908091684572894,0.19174353895650825,0.04127856990524902,0.025167202948848236,0.7724670411993007
2021-04-16,-0.012640725856368306,0.0032483240524061826,-0.07527686136814568,-0.030457947660048546,-0.005283886639804575,0.3611026589854282,0.03970977540617642,0.025256322588683582,1.0497371845424295
2021-04-19,-0.018495423448558358,-0.017960154027598197,-0.07558913729482146,-0.043089638952820274,-0.024595501646188046,0.4189926693903868,0.039821010714473755,0.024600455499902144,0.6688113546456839
2021-04-20,0.0006412193899489925,-0.030494929914977733,-0.01460588000620322,-0.039095974073803476,-0.02626988956875009,0.4096998674729451,0.040246533192120015,0.023761917587276242,0.6880101434851733
2021-04-22,0.024507375727736567,0.006653171669127194,0.007188441090087279,-0.011688099143936771,-0.004717852317045967,0.34705028820619677,0.0378043375901823,0.023949462679397196,1.0168765352505773
2021-04-23,0.018163184641189743,0.04331177975887519,0.01217563045394849,0.010807600817331486,0.010462523316496362,0.3551852275667272,0.03843148745773025,0.024142871250230808,2.0040408673152577
2021-04-26,0.005910584874830923,0.0485811452437572,0.0307269411851477,0.021531748458800813,0.014648176461712568,0.1540602291126892,0.03776225581709332,0.02318696608895014,1.6294299949979263
2021-04-27,0.08487419773262854,0.10894796724864927,0.13409656236633472,0.10503590720177092,0.09623710947109784,0.43707204239655484,0.03835595256794741,0.028730134276672117,2.6481673108812593
2021-04-28,-0.001178772407288014,0.0896060102001715,0.13227657056909783,0.09037407400168691,0.0867154025523462,0.4902753349448838,0.03849546943677505,0.028701633337112696,1.4714736846128085
2021-04-29,0.003812062325916994,0.08750748765125752,0.1115812571672781,0.0812847466953927,0.08338547803680743,0.4980428436311584,0.038263078154281496,0.028615232849932233,0.504750809524237
2021-04-30,0.042904486538452455,0.0455377764570815,0.13632255906454088,0.11137586180079104,0.12272930766266699,0.5374019835993021,0.03972102127850958,0.028746917091611115,0.9912528225446591
2021-05-03,0.020426769317633525,0.06714331818200302,0.15083874350734347,0.1133427559394946,0.13742465166823398,0.65226028974229,0.04080853797052687,0.028790663138649877,0.9916068549524262
2021-05-04,-0.021418838936168427,0.041912416919917525,0.04454570683854636,0.07066230876302895,0.10615207524826017,0.5860667925678215,0.04151766035685023,0.029359083620994507,0.6642082169644735
2021-05-05,0.021366338371775383,0.020374268753240492,0.06709081761760996,0.07257938509714633,0.12050261838996401,0.65776309492917,0.0414203035241429,0.02896243420035828,0.6568997196336173
2021-05-06,-0.006745426322362011,-0.006797926886755003,0.056533328969331074,0.04809008336443947,0.10535728479467563,0.7396085267562094,0.04351921973448441,0.02887963779289595,1.3749124260431094
2021-05-07,-0.047731930445766006,-0.03311101839635255,-0.03410308801488754,-0.010370861182357798,0.050608983339344084,0.570320271098698,0.0489527543045814,0.0309717476928344,1.1102285965521492
2021-05-10,-0.015228570100763424,-0.06970592686889143,-0.06975842743328443,-0.03267012122755626,0.032814166891923666,0.510992987581211,0.04967578990643004,0.031205931446953748,0.7494509612757364
2021-05-11,0.012117913824066948,-0.050842586722462516,-0.03622167467304896,-0.021670843721222858,0.04188519677614245,0.5256705853926164,0.05017623064476766,0.03091755699563573,0.6524927936686622
2021-05-12,-0.003427347652445567,-0.006538003929142061,-0.061015360697270066,-0.02559361428413784,0.03208371951865491,0.47211978077407596,0.04948320570307925,0.027135394625479533,0.47703913435677653
2021-05-14,-0.03591909322787811,-0.027228527056256703,-0.09018902760278617,-0.05693791829990639,-0.008357911848395391,0.3968399249663668,0.052204307069838064,0.028724205440211027,0.7223302904573472
2021-05-17,-0.0054833591555028755,-0.04482980003582652,-0.04794045631252295,-0.05451269549606932,-0.016897420209335948,0.4211061599803193,0.05261187580714644,0.028722253076997658,0.767175213938522
2021-05-18,0.043075828864324185,0.0016733764809432213,0.010363942652564654,-0.006896314345135692,0.020353915156455068,0.3844221242381499,0.04883518625889395,0.029775165018514058,1.981170954692076
2021-05-19,-0.01058920677675071,0.027003262932070612,-0.012343177948253,-0.012528304194956133,0.0034278640889749855,0.32353189337969923,0.04789864947064612,0.029482360994576174,0.7182457094007126
2021-05-20,-0.0006763069700566712,0.03181031511751685,-0.009592137265864073,-0.006019921560590077,-0.0032879721098545193,0.2536359589738677,0.04800553836221096,0.02949761815899262,0.5447546434564767
2021-05-21,-0.006814771801482543,-0.018080285548289828,0.01951218416053145,-0.005581081496995062,-0.014585591993521831,0.11855746933060089,0.044681609273029034,0.029318719989936282,0.7064094828817715
2021-05-24,0.014087511857600878,0.006596433086061641,0.03908305517363524,0.00943267116764122,-0.005036996996610402,0.021278069760187604,0.04216209174172108,0.029235521013164987,0.7151685896813896
2021-05-25,0.010132292463509981,0.017405032519628275,0.006139518772820838,0.01801339589249955,0.0004211674544389264,0.15547484166227776,0.03953328548714358,0.029260194399527456,1.1639590631218244
