Date,ret_1,ret_3,ret_5,ma_dist_10,ma_dist_20,mfi_14,atr_14,rolling_vol_20,vol_change_5
2024-06-13,-0.002796631660383897,-0.008951145961154759,0.01644663466603452,-0.01941132572708995,-0.03888514864991635,0.20992934216636427,0.0685683360082026,0.05758059997942455,0.2845325917916363
2024-06-14,0.0021104460615149864,0.0019139821238893355,-0.0002451160666164846,-0.007489094701956306,-0.036344958198318095,0.25455053394318883,0.06702293536286588,0.05754231696098312,0.702879117026488
2024-06-18,0.006597195393008853,0.005911009794139808,-0.00024350450663108457,0.018448287726369653,-0.029572211511234674,0.28831635822662977,0.06393118148754454,0.05755597606658079,1.1066125000030969
2024-06-19,-0.01848359004676418,-0.009775948592240407,-0.009972412529865977,-0.003185067114642966,-0.04492251733940166,0.2809516664518668,0.06602401508980624,0.05736521874917941,1.3437274391485525
2024-06-20,0.008645231071126264,-0.0032411635826291767,-0.0039273491814981075,-0.0009337128092945275,-0.03340298390848082,0.2419435854835659,0.06535378706010427,0.05709803588236581,0.972186360856209
2024-06-21,-0.005870629073214399,-0.015708988048852412,-0.007001346594328721,-0.007708187611449122,-0.034975060770175724,0.08924161218268167,0.06364990972187715,0.05699123698632199,0.8633354822892737
2024-06-24,0.006608182886612364,0.009382784884524238,-0.002503609769231204,-0.0008545233547715285,-0.02441012599907183,-0.12429740568686469,0.05629672554818883,0.05699294367105426,0.8239791501083793
2024-06-25,-0.0030027714847623136,-0.002265217671364361,-0.01210357664700244,-0.0026158875808847864,-0.023112217825609474,0.13590321107840808,0.0405315808355458,0.056991589608382555,2.1987205773664393
2024-06-26,-0.009013121656525616,-0.005407710254675557,-0.0026331082567637794,-0.010324126526448929,-0.027992036710777178,0.4896524157136233,0.029520861563080578,0.05694968595187938,2.108384675113239
2024-06-27,0.007039177099366549,-0.004976716041921349,-0.004239162228523278,-0.0025178419061616846,-0.017634434222742478,0.39607116833736344,0.025404343691825784,0.05700223455164495,1.680381043187718
2024-06-28,-0.01477973380223627,-0.016753678359395167,-0.013148266957545125,-0.015181835556604614,-0.027222387499559925,0.14369500741049124,0.023598241482463717,0.05692258929603805,0.3514862535854014
2024-07-01,0.0018532339905307435,-0.005887322712338839,-0.017903215853626763,-0.011344006378651378,-0.019507778188247032,0.02630168242183288,0.020537849008690528,0.05662657189780399,0.2127164399317655
2024-07-02,0.02524898835627449,0.012322488544569028,0.010348543987409996,0.014116985878931003,0.015388120291425604,0.21848068433495116,0.023312294225181236,0.05308021578683393,1.2155065701306107
2024-07-03,0.010145917194370318,0.03724813954117539,0.02950758283830573,0.021683091356262153,0.02282378339282183,0.2995855249904133,0.02349786665003665,0.016616019588651942,0.554310680090833
2024-07-04,-0.009073084165464611,0.026321821385179994,0.013395321573474476,0.011521779458056552,0.009886201307919382,0.2854776670540349,0.02441527852293244,0.015371767533989191,0.7114560663325332
2024-07-05,-0.012950832148281133,-0.011877999119375551,0.01522422322742957,-0.0017005244537781283,-0.003677215221495403,0.21931169910155063,0.024215093101611535,0.011183352974602765,0.582427799694453
2024-07-08,-0.014171938196721025,-0.03619585451046676,-0.0008009489598221829,-0.013916159147044131,-0.01665014688837836,0.13963992241858464,0.025301184227673426,0.01077821181096897,0.6365294773538834
2024-07-09,0.005045331481403537,-0.02207743886359863,-0.021004605834693067,-0.00787509000726592,-0.01053849975271479,0.23860337497880038,0.025469259649554994,0.010725608526776158,1.0950796356596268
2024-07-10,-0.00019934440272777835,-0.009325951118045331,-0.03134986743179106,-0.007891378607171415,-0.01002311627698421,0.1692352382412055,0.02576268502228251,0.010575917139182312,0.84649073675823
2024-07-11,-0.0020454373970066144,0.0028005496816691285,-0.02432222066333315,-0.008840432996799612,-0.011104324051677767,0.2280188953914076,0.025201887205893517,0.010550087111413845,0.5710545005717953
2024-07-12,0.0035892118151972033,0.0013444300154629005,-0.0077821766998546465,-0.006009657185142822,-0.00691837537757581,0.2195476885268147,0.023885337592164633,0.010587971127062001,0.7570602121821991
2024-07-15,0.008423814842246314,0.00996758926043697,0.014813576339112603,0.0010026724063113728,0.001804283638220151,0.14909389464220268,0.02428767886209011,0.0107667470958779,1.4404483938638968
2024-07-16,0.008793760837288599,0.020806787494732158,0.01856200569499791,0.010093526870166177,0.010867632921245289,0.4684866190355041,0.024661973175527558,0.010851884489797447,1.5866407530053543
2024-07-18,-0.01161029199970738,0.005607283679827517,0.007151058098018188,0.0008815806308624084,-0.0009343391687964755,0.23317157258841462,0.02528928501252145,0.01033945781116874,0.866896970469914
2024-07-19,0.00024738391337114375,-0.002569147249047472,0.009443879408396102,0.002633815815287843,-0.00040053859169384895,0.22366970477211112,0.024661113576659528,0.010144288873451517,1.076237821066055
2024-07-22,0.0003462105497051644,-0.011016697536630883,0.006200878142904106,0.003140223457397928,-7.913026655795229e-05,0.19371708717568112,0.026136183286695973,0.010059051562019496,0.8920917232682319
2024-07-23,0.012531800392104204,0.013125394855180644,0.010308863692762064,0.013236992149807057,0.012202677469263103,0.09804845532617691,0.025395572603088987,0.010346207822188237,1.461379153928176
2024-07-24,0.012038945158163885,0.02491695609997346,0.013554048013637398,0.022195873937914112,0.0233492479870995,0.09492978722240367,0.025436335668972583,0.010634573764586892,0.998168179208834
2024-07-25,0.013372906081094031,0.03794365163136207,0.03853724609443851,0.03118650830269379,0.03482427936312114,0.26374318833464044,0.025584769016929545,0.010695031236374703,1.106484801135512
2024-07-26,0.0017125038947716198,0.02712435513402927,0.04000236607583895,0.02783188600420702,0.03457173808447333,0.6297298808927545,0.03191011182497535,0.010634129500780702,3.281492851245363
2024-07-29,0.0,0.015085409975865395,0.03965615552613359,0.02311848597525565,0.03180145518316375,0.3400156924446304,0.034415664514663394,0.00990033590106762,1.4506610855294808
