Price,Close,High,Low,Open,Volume
Ticker,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS
Date,,,,,
2021-02-11,88.64177703857422,90.16061572860248,87.898521427168,89.38504251192893,14150298
2021-02-12,86.50896453857422,88.54484573290861,85.79801657696072,88.22168936162062,16453706
2021-02-15,85.47483825683594,87.15525490080407,85.31326011268314,86.92904155421122,10557047
2021-02-16,86.4443359375,87.51074809961229,85.5071843614088,85.5071843614088,11735144
2021-02-17,87.38148498535156,87.73695898308746,85.89496363424253,86.15349466075513,8950258
2021-02-18,90.45145416259766,91.25934498195267,86.63821344002137,87.25220849034149,22069738
2021-02-19,89.99903106689453,92.55196390753359,88.7064058451079,90.4514479221303,22944780
2021-02-22,88.06009674072266,90.09597760132522,87.31684115337839,89.74051354073774,20401387
2021-02-23,88.48020935058594,89.57894888807937,88.02779240912083,88.93263615400073,19178437
2021-02-24,93.3275375366211,93.7153290498825,90.16060967212834,90.45144837610047,38775957
2021-02-25,100.88943481445312,101.92352940587625,94.20009320470726,94.94334900047859,85580477
2021-02-26,98.3687973022461,105.34897688413716,97.27006761388124,100.921730659257,94115857
2021-03-01,99.75837707519531,101.535737140687,99.33826786981822,100.50163279416641,22306110
2021-03-02,99.14435577392578,100.92171554724024,98.56267833834764,99.75836067608397,17565134
2021-03-03,100.11384582519531,101.66500241665825,99.40290768331472,100.17848104807099,17610904
2021-03-04,98.27184295654297,100.11382813970155,98.04562957838992,99.5321506843775,17162557
2021-03-05,97.65784454345703,98.691938857644,96.75300092385159,98.23952197881543,17323282
2021-03-08,98.98278045654297,100.82477549204242,98.46573821537342,99.46751495410086,18727656
2021-03-09,98.04563903808594,100.1461554077896,95.97744027722916,100.1461554077896,14621175
2021-03-10,97.56090545654297,99.04742672066226,96.55911874407455,98.91816614594529,10788943
2021-03-12,97.27005767822266,98.88583936722968,96.30058866481845,98.23952669162688,14835735
2021-03-15,98.20599365234375,98.67396776545854,96.76867373591472,97.90516043737584,15783310
2021-03-16,97.40376281738281,98.97479536316627,96.66839391151318,98.27284443418115,11857531
2021-03-17,93.49291229248047,97.23663363702714,93.25892524557538,96.96922861271945,15554810
2021-03-18,91.62106323242188,94.76311874499608,91.05281470105382,94.59598802410544,14401450
2021-03-19,91.1196517944336,93.59318390019789,89.24778607626013,90.91909293162081,33294812
2021-03-22,90.68511962890625,91.98874733424475,90.45114275422043,91.98874733424475,11414253
2021-03-23,90.41770935058594,91.3536371969809,89.64891220539353,90.6516964126089,8887103
2021-03-24,88.4455795288086,90.35086362630803,88.2784488079306,89.51521002191801,10865477
2021-03-25,85.63778686523438,88.98040133771268,84.93583578584395,88.24502207342752,18629600
2021-03-26,86.64055633544922,87.17536639856772,86.03887971316877,86.3062949455761,9505615
2021-03-30,88.88009643554688,89.88288054772119,87.00823071931868,87.57647912988978,20582346
2021-03-31,87.14196014404297,88.9135416683738,86.90797305931274,88.9135416683738,14900610
2021-04-01,88.34527587890625,88.512406563657,87.30907379412957,87.87731200177365,6226087
2021-04-05,86.77425384521484,88.31185819009623,85.60433904815145,88.17814548118243,9012457
2021-04-06,87.1085205078125,88.14473285976145,86.43999772601939,87.47621007796833,6689423
2021-04-07,87.74362182617188,88.0444550608347,86.74083757672992,87.10852717502841,5657926
2021-04-08,88.0110092163086,89.41491096412139,87.71017604201924,87.7770323922377,9330363
2021-04-09,86.57369995117188,88.2115787208893,86.20601038225212,88.01101984685597,10149401
2021-04-12,83.36479187011719,85.77147805211682,82.62941780358362,85.5709191701421,11334755
2021-04-13,85.53748321533203,85.87174458796002,83.43164064811475,83.43164064811475,7809483
2021-04-15,85.73804473876953,87.44277983222459,84.86896310280737,85.53748586880167,8924391
2021-04-16,85.47064208984375,86.87453900116951,84.9692499714828,86.13917001474938,10358366
2021-04-19,83.29793548583984,84.23386837677772,82.49571020813534,83.9664582507349,7131534
2021-04-20,83.23109436035156,84.40100934132036,82.93026111970083,83.5653557834855,7738871
2021-04-22,83.59877014160156,83.89960333250481,82.89681922892906,83.33136002722996,8514980
2021-04-23,84.33414459228516,85.0695185855133,83.06395036738724,83.5319142447805,8992991
2021-04-26,84.86896514892578,85.57091611031281,84.56813193714508,85.40378541478485,4967884
2021-04-27,85.23664093017578,85.50405101984529,84.6349695035252,84.90237959319471,3982954
2021-04-28,85.90518188476562,86.54027652000856,85.23665906854177,85.5709204766537,6206074
2021-04-29,85.60435485839844,86.94140058769526,85.33694469245414,86.74084168813086,8345584
2021-04-30,88.94695281982422,89.98316510958759,84.90238819253024,85.16979830928437,27396950
2021-05-03,88.37870025634766,89.21435364417404,87.71017754608657,88.91352046472595,10262391
2021-05-04,88.77982330322266,90.78539155464705,88.412133750292,88.61269261560396,9926789
2021-05-05,89.01380157470703,89.91631138267898,88.57926586025997,88.91352724086472,4877341
2021-05-06,89.98316955566406,90.5514077936547,89.41492111682541,89.71575432527317,7632817
2021-05-07,91.48734283447266,92.25613992013471,90.25057166100135,90.51797668188006,12644960
2021-05-10,98.3062515258789,99.2756072671058,91.65445361784798,91.65445361784798,45098431
2021-05-11,104.0889892578125,104.79094017956763,97.03607226456842,97.90515387241537,66582000
2021-05-12,102.61824798583984,106.76308723239467,101.48176128610116,104.22269859713583,42959024
2021-05-14,98.13916015625,104.25614038627894,97.67119618360482,104.25614038627894,23140309
2021-05-17,99.04164123535156,99.7101639846981,96.26727590590245,98.27284415394207,17076463
2021-05-18,97.9051513671875,100.14470658385038,97.67117453315456,99.67674271493722,10295029
2021-05-19,101.51519012451172,101.94972585931045,97.00266127500126,97.90516092439438,23999878
2021-05-20,98.03884887695312,101.88285436283398,97.63774138154317,101.88285436283398,22983457
2021-05-21,98.40655517578125,100.01101603350693,98.1725783137796,98.27285265451623,13009821
2021-05-24,99.54304504394531,100.11129352828513,97.37034585217954,99.00823494203587,14192862
2021-05-25,98.57367706298828,100.27841210901099,98.33970022190914,100.14470959970183,10434892
2021-05-26,97.40376281738281,98.94136718543409,97.06950144175634,98.80766467535304,9948786
2021-05-27,96.63497161865234,97.80488650459039,96.33413840243792,97.43719692884021,24064196
2021-05-28,98.20599365234375,99.47619307232239,96.76867373591472,97.33692218706939,16465504
2021-05-31,98.74081420898438,99.20877812260218,96.96923289284258,98.30627847509247,11767444
2021-06-01,98.67395782470703,99.87729056335084,98.20598375873756,99.30905237029064,9307143
2021-06-02,99.67674255371094,100.21155257397677,98.27284074839496,98.60710211148474,10714318
2021-06-03,99.6433334350586,100.54583316750512,99.34250019090976,100.2784281062282,9282774
2021-06-04,102.35083770751953,103.2199091269546,99.075070092738,99.60989033605414,29422387
2021-06-07,104.45669555664062,106.1948590510428,103.9218752352208,104.28956484375,31071589
2021-06-08,104.28954315185547,105.2923272206233,102.15027251198681,105.22547086903329,12874065
2021-06-09,104.55694580078125,107.89955928802934,103.75472060401107,104.95806349958976,30443113
2021-06-10,104.62381744384766,106.12799373297646,104.12242534747139,105.024935201288,11459484
2021-06-11,108.73523712158203,110.30626989435646,104.72410003451454,104.95808711159978,61728565
2021-06-14,106.52911376953125,109.63774075323163,103.98872505337202,109.63774075323163,30836595
2021-06-15,105.05834197998047,108.20040694297134,104.79093697076081,107.69901490004904,30153988
2021-06-16,103.98872375488281,106.1614228585332,103.52075983426626,105.15863865684841,14098443
2021-06-17,101.71572875976562,103.88842762095749,101.2143367148752,103.62102261068816,15784276
2021-06-18,97.8717269897461,102.81880148401584,97.00265557124997,102.28398124127753,24823176
2021-06-21,98.60710906982422,98.94137045650159,95.93301797640525,97.6043249097921,15038290
2021-06-22,99.40933990478516,99.94416019348186,98.80767345553171,99.54304242674719,12494441
2021-06-23,99.2422103881836,100.67954056878683,99.04165150241936,100.17814845480055,7983220
2021-06-24,97.8717269897461,99.67674658409383,97.60432196880078,99.2422006739981,12929173
2021-06-25,99.44275665283203,99.77701801973231,98.10571118523093,98.10571118523093,7400514
2021-06-28,98.40655517578125,99.60989826886339,98.27285265451623,98.33970901557299,8217659
2021-06-29,96.60153198242188,98.87450512519887,96.23384245027785,98.33969511573162,21576435
2021-06-30,98.03884887695312,98.54024089685062,97.00264686317568,97.33690820977402,12919448
2021-07-01,97.37033081054688,98.47339942724446,97.2700564821413,98.00543555993968,5668038
2021-07-02,98.70738220214844,99.37590496735322,97.63775189832948,98.27284648510447,20805994
2021-07-05,100.2115478515625,100.61266554870669,98.6739538144856,98.94135881201721,10401054
2021-07-06,98.60710906982422,100.74637990438978,98.20599132547217,100.31184418204839,9579038
2021-07-07,98.64054107666016,99.44276639564866,97.97201827736168,98.60711289652556,6067804
2021-07-08,97.77143859863281,99.04162756675521,97.13634411457163,98.27283059144632,12349670
2021-07-09,98.0722885131836,98.60710877041306,97.37033756312293,97.77145530625701,4963821
2021-07-12,97.8717269897461,98.84109314258014,97.67117832446094,98.13914221153908,4010172
2021-07-13,99.00823211669922,99.27563716002318,98.03886588274071,98.27285294628557,5717442
2021-07-14,99.04164123535156,99.87729467203474,98.43997484127871,98.90793872565177,7216739
2021-07-15,98.0722885131836,99.20877518426623,97.37033756312293,98.94137015607548,7257500
2021-07-16,97.30350494384766,98.97481210468032,97.13637422776439,98.10573034087746,10819800
2021-07-19,96.56812286376953,97.87174037058955,96.26728962386477,96.93581246847494,5158738
2021-07-20,95.53189086914062,96.96922081149192,94.72966565990922,96.60153128201382,6271740
2021-07-22,96.7352294921875,97.20319332674279,95.76587364899869,96.2672656576322,4772582
2021-07-23,96.33411407470703,96.93578035519411,95.83272210735258,96.73522152808319,3419739
2021-07-26,96.26728057861328,97.27006475130717,95.76588849226634,96.26728057861328,4423596
2021-07-27,95.2310791015625,97.10294514451826,94.99710222172384,96.60155300091489,4245486
2021-07-28,96.30071258544922,96.467843287541,94.29514416034795,95.89959482008956,8834228
2021-07-29,95.03052520751953,96.70183244086212,94.86339448418528,96.30072482536978,8237916
2021-07-30,95.79930877685547,96.86893901907355,94.42883514694277,95.13078605015146,9526451
2021-08-02,96.20042419433594,96.86894697595285,95.66561412972088,96.46783942749157,6164197
2021-08-03,96.43440246582031,96.76866382618711,95.59874906490332,96.20041543322468,5648929
2021-08-04,96.7352294921875,98.50682070986711,96.36753997902028,96.36753997902028,8839351
2021-08-05,97.23663330078125,97.53746650229907,95.06393433303914,96.93580009926343,6237158
2021-08-06,97.6711654663086,99.24218760902481,97.1029171205486,97.33690413370773,10812438
2021-08-09,95.76588439941406,98.84109314458598,95.16421800185107,98.60710610061832,12986298
2021-08-10,95.0639419555664,96.43441576220067,94.0945859170173,96.06672617493071,14022502
2021-08-11,96.23384094238281,96.50125614377335,94.36197533603666,95.53189006489714,8356558
2021-08-12,96.5346908569336,98.0722953787912,96.06672692441572,96.30071399109899,7685737
2021-08-13,96.10014343261719,97.80487845193919,95.7324538871403,96.96922503078599,9455100
2021-08-16,94.93022155761719,96.36754125438328,94.76309088586082,96.13356443443237,5259207
2021-08-17,93.091796875,95.29792408348199,91.72132313936359,94.99709087342718,13714266
2021-08-18,92.4901351928711,93.76032445632502,92.25614812814868,93.0918016438022,7654460
2021-08-20,90.65168762207031,92.28956629485984,90.25056989774137,91.92187674769954,8877297
2021-08-23,89.5486068725586,91.18648532388757,88.7463817332185,91.11963917943612,7768805
2021-08-24,91.05280303955078,91.52076695794061,89.58205492424773,89.81604198386682,7452062
2021-08-25,92.82439422607422,93.02494290402517,91.25336157646967,91.25336157646967,7817617
2021-08-26,91.78819274902344,93.19208466557556,91.15309805814155,92.82440524511995,6845692
2021-08-27,92.62384033203125,93.12523245558877,91.62105608491618,92.18929437110539,4418540
2021-08-30,95.99987030029297,96.23384714062693,92.65725657397145,92.65725657397145,11333690
2021-08-31,97.5040512084961,97.70459988112891,95.76588790612597,95.99987495866165,14301855
2021-09-01,96.4009780883789,98.0388567785488,96.20041922408619,98.005438801873,8415876
2021-09-02,97.01763153076172,98.52496545797447,96.74356416379509,98.52496545797447,7787657
2021-09-03,100.27210235595703,100.82021615516891,97.12039573748586,97.22316446118795,12734022
2021-09-06,100.27210235595703,101.29983141138017,98.8675372226253,101.26557168527928,9712271
2021-09-07,100.8544692993164,101.4711129650873,99.72397159396961,100.71744085845617,9475870
2021-09-08,102.19054412841797,102.6701594905393,100.23786476467794,100.95727735325706,7873034
2021-09-09,101.84794616699219,103.42379949102578,101.4026010873004,102.19052252201685,9519564
2021-09-13,105.92459869384766,106.81528873162758,102.29328773543983,102.49883561131183,35672746
2021-09-14,105.99312591552734,106.5412501939405,105.06817599689364,106.438481465626,8804432
