Price,Close,High,Low,Open,Volume
Ticker,NHPC.NS,NHPC.NS,NHPC.NS,NHPC.NS,NHPC.NS
Date,,,,,
2021-02-11,19.61984634399414,19.85862834997461,19.50045610006856,19.818830589913205,2807986
2021-02-12,19.93821907043457,20.256595050250272,19.818828837068274,19.8984228320222,16052786
2021-02-15,20.097410202026367,20.25659821681894,19.938222187233798,20.216800454056088,7521231
2021-02-16,20.097410202026367,20.574972728274663,19.97801994999665,20.097410202026367,13491016
2021-02-17,20.097410202026367,20.25659821681894,20.057613957392935,20.097410202026367,3637972
2021-02-18,20.455581665039062,20.694362159629193,20.097409405024507,20.097409405024507,15222867
2021-02-19,20.574970245361328,20.8535484785658,20.05761153691259,20.574970245361328,16288388
2021-02-22,20.114957809448242,20.78406341351427,19.94768260488408,20.78406341351427,10052312
2021-02-23,19.864049911499023,20.365878859896206,19.78041148755445,20.07314517372533,6769624
2021-02-24,19.864049911499023,19.989506749780755,19.278582539157266,19.905868325836185,2424638
2021-02-25,20.32405662536621,20.825885518826997,19.9058661466939,19.9058661466939,12048325
2021-02-26,20.198598861694336,20.70042773182283,20.03132363516484,20.198598861694336,7820576
2021-03-01,20.4913330078125,21.076800303286586,20.2404193641922,20.324056181885606,23215734
2021-03-02,20.825881958007812,21.118615562080713,20.574968351813784,20.74224355751987,8916510
2021-03-03,20.74224281311035,21.16043320527201,20.700424412002086,21.11861480416374,9141453
2021-03-04,21.704082489013672,22.28954809430398,20.533148087893487,20.574968085230513,22309888
2021-03-05,21.536806106567383,21.954996516403643,20.951338894688696,21.787719714361213,11850526
2021-03-08,21.62044334411621,21.82953853778219,21.411348150450234,21.57862334822118,6820552
2021-03-09,21.327713012695312,21.787721870939578,21.11861778708065,21.70408505690969,4765064
2021-03-10,21.076799392700195,21.53680825122021,21.034979390390212,21.32771302548021,3310966
2021-03-12,20.53314971923828,21.07679856092366,20.407692907799312,20.909521748825096,6170361
2021-03-15,20.32405662536621,20.65861028452012,20.114961386030053,20.57497186973164,3227554
2021-03-16,20.28223419189453,20.533147791212127,20.24041579043152,20.28223419189453,2574165
2021-03-17,20.114957809448242,20.40769141152277,19.98950100720767,20.2822346092822,4475798
