Price,Close,High,Low,Open,Volume
Ticker,HAL.NS,HAL.NS,HAL.NS,HAL.NS,HAL.NS
Date,,,,,
2021-02-22,478.9088134765625,496.5282927286078,472.8840883129599,484.7061905207839,2263152
2021-02-23,468.427978515625,486.52490853020555,459.6978341346148,483.3874938134692,1011812
2021-02-24,483.8876037597656,486.47940502735634,471.01973646627886,471.01973646627886,557096
2021-02-25,498.5515441894531,500.1657376356,481.9778926306691,488.3436383823949,1571312
2021-02-26,494.27752685546875,506.9862634549092,486.88871359883893,491.07189644062953,1658512
2021-03-01,493.4590759277344,501.9618730944399,491.07192075738595,501.82549753050887,638750
2021-03-02,503.2121887207031,509.1687524732145,495.61878549354157,495.61878549354157,909198
2021-03-03,505.8949890136719,511.0103213445094,502.59844151157654,506.9635139995763,647408
2021-03-04,498.93817138671875,508.3503606931164,493.84554055268,500.1658289467156,777700
2021-03-05,485.9150390625,510.92418440474273,483.0568172588794,504.7928875531021,763776
2021-03-08,491.07806396484375,498.84586813156244,487.39008038191133,493.29087662426866,366926
2021-03-09,491.1703186035156,502.0037720890474,485.891913776617,491.3778014773165,554256
2021-03-10,492.04620361328125,497.8547671533489,488.65787957108927,490.96286956906613,411122
2021-03-12,489.234130859375,499.2608374282244,487.4362273921956,493.61361188944716,682402
2021-03-15,468.3739929199219,490.9628961217685,466.2303408510345,489.2110811188949,852324
2021-03-16,493.9132080078125,497.8777790677789,470.44840142469286,470.44840142469286,1073246
2021-03-17,482.22698974609375,493.2217810041306,477.593937246725,486.35289941630776,775522
2021-03-18,475.21978759765625,486.5373112586354,472.5229604926058,484.04791074852307,466588
2021-03-19,475.7730407714844,485.7536031310207,452.93056580808405,470.21799198396513,3967772
2021-03-22,478.1701965332031,486.79083700273003,467.9129905820209,475.77302933742726,426740
2021-03-23,470.6329040527344,486.2376762450628,466.5760988448362,476.67196704185346,665362
2021-03-24,462.21966552734375,473.83679285826497,460.53701153766224,470.0796759627066,346930
2021-03-25,453.0458068847656,465.1239607089581,448.5510761626832,461.89697454951437,497106
2021-03-26,454.98199462890625,463.3030031374401,451.89330231390613,459.38452002632744,308640
2021-03-30,461.0901794433594,463.302964092204,457.4021956495906,459.4305698539134,273476
2021-03-31,458.6699523925781,463.3029765304659,454.19826629516575,460.99798659747853,289982
2021-04-01,477.4325866699219,484.96989266322845,466.1842242924808,468.83496277424274,1961258
2021-04-05,460.9518737792969,479.8988787758444,457.402183842011,479.43788081352375,579288
2021-04-06,461.1132507324219,469.2959652542919,459.2462144548488,467.8668827053064,322770
2021-04-07,463.71783447265625,470.2870550520916,462.0582250229714,463.30292507596477,416420
2021-04-08,465.76934814453125,470.2179903868494,463.8562232031506,468.3739982676853,287444
2021-04-09,461.2054748535156,470.21798051938663,459.6150260566946,465.14700229809915,317132
2021-04-12,441.3594665527344,457.77098298602033,437.04911866250944,457.77098298602033,435726
2021-04-13,447.55987548828125,449.3347345850455,438.5934873298186,439.33107283945856,224272
2021-04-15,446.70709228515625,450.0032394634573,436.24243134827236,447.16809031641026,255634
2021-04-16,444.63250732421875,452.699971168878,439.7920290174232,446.70699802713114,201178
2021-04-19,433.4303283691406,437.02610716778764,428.26714510429827,437.02610716778764,411194
2021-04-20,438.5704345703125,441.5899939698261,434.62890731098435,436.1501950784515,250198
2021-04-22,437.3948974609375,439.192800918601,431.0331306783426,431.0331306783426,149016
2021-04-23,441.10595703125,444.47126518494787,434.1679422555681,435.64314158995677,208250
2021-04-26,439.9303283691406,444.8630119529261,438.40904079505987,441.1058674883358,137044
2021-04-27,437.9480895996094,441.77436728132596,437.4870916105572,438.91617412178533,322674
2021-04-28,446.13079833984375,449.4269451752817,438.63958111119746,440.1147802851784,443340
2021-04-29,436.26544189453125,449.4269571789804,435.1821078596721,444.05631927524274,327116
2021-04-30,441.29034423828125,442.5120002173061,433.8682875461462,435.64311862645684,205378
2021-05-03,439.2389221191406,441.15207521921917,434.2601489685744,440.5758276754711,274984
2021-05-04,439.6998596191406,450.8329718864549,437.02607701167574,441.5438515052659,447218
2021-05-05,446.4535217285156,451.68583780885376,444.44816353278446,451.68583780885376,431836
2021-05-06,441.5669250488281,449.0350983101328,440.7601785451674,448.0900580332616,219222
2021-05-07,442.7655334472656,444.8630687137841,438.8700947311114,443.7797346717503,200884
2021-05-10,446.4996032714844,450.16454296605974,441.4055810445491,441.4055810445491,293348
2021-05-11,461.13623046875,464.6398316700338,443.29560469045737,444.8399646607018,1071592
2021-05-12,464.524658203125,476.7871940716218,459.2923138829109,463.30300221607916,983626
2021-05-14,453.27630615234375,468.25874190108635,451.36315310190054,464.27109774697107,351682
2021-05-17,461.8507995605469,462.8419564392289,454.70533110954284,454.70533110954284,183924
2021-05-18,464.6860046386719,470.6789789048452,458.6930303724985,467.912990781996,386026
2021-05-19,467.79766845703125,471.11685931518485,461.919944610934,461.919944610934,436916
2021-05-20,465.8384704589844,476.39533572026124,456.94121484953,470.1257461529614,537066
2021-05-21,472.70733642578125,475.08148725993044,465.86149959152357,465.86149959152357,401596
2021-05-24,467.79766845703125,475.74988307233923,466.5299240980691,472.9838953800582,507370
2021-05-25,473.3757629394531,477.10983531024533,467.91294814938976,467.91294814938976,382932
2021-05-26,477.501708984375,482.20386566185135,469.0423795448645,473.4449044308999,306608
2021-05-27,476.55670166015625,479.29961736076837,472.17722048407745,477.50177010782113,155340
2021-05-28,474.6895751953125,479.4378766759033,472.70731773893993,475.74989300916553,193086
2021-05-31,470.4715270996094,475.2658896601688,465.6540921282134,474.82796404765804,239702
2021-06-01,475.61163330078125,493.1987189659759,472.61514617975,483.58692153257937,1068104
2021-06-02,478.0779724121094,482.66487975300845,474.66657614278483,477.0407269685141,297788
2021-06-03,483.63299560546875,485.4308990791144,479.4379250164093,484.047905064644,358806
2021-06-04,489.7872314453125,501.5196626055968,476.00343826684076,486.859905825361,1092906
2021-06-07,491.1241760253906,495.4344957895371,485.89186032135535,492.7607413283596,439184
2021-06-08,493.31390380859375,497.4167968913535,482.68793463672034,493.24474286003164,372976
2021-06-09,482.872314453125,502.02680314332963,480.0602380135836,493.24476906352436,617068
2021-06-10,479.8067626953125,489.257222124411,478.0549477061033,488.65790218753085,257872
2021-06-11,482.4804382324219,489.5567454370096,480.8208568843937,484.50884044630664,341256
2021-06-14,484.9237976074219,487.73587409548264,473.95202292055916,485.4308841422904,309452
2021-06-15,480.35986328125,488.03549039369585,479.7605434373565,484.92375423520406,221610
2021-06-16,474.7587585449219,483.7943076999298,473.6754245465346,480.82089323799084,177230
2021-06-17,473.6062927246094,486.21457700083835,472.5460310696807,474.1364516891592,351492
2021-06-18,468.5813903808594,478.3775690675362,458.87738877815156,474.3669092540633,255810
2021-06-21,464.4785461425781,472.43079006849086,460.14518166744006,464.31720809155223,326544
2021-06-22,461.4820251464844,471.07077756321837,460.53698490897284,467.47499892407865,356600
2021-06-23,470.7480773925781,482.66486338561344,456.94118288416917,463.3029490950731,1113756
2021-06-24,469.84918212890625,478.9769371909803,467.06014976786776,474.3669570447726,246742
2021-06-25,478.0549011230469,478.97689707506817,469.57252710961745,471.1399314828871,300288
2021-06-28,480.6825866699219,484.0018059969947,473.444940661205,479.8989125884269,509822
2021-06-29,477.7322692871094,491.88488595148993,473.90596322224144,487.7359037832018,697060
2021-06-30,471.0477600097656,481.2588490277527,469.06547419831026,478.95385898255216,291170
2021-07-01,467.3367004394531,474.29775865602363,465.6079580210581,472.75342668375754,477700
2021-07-02,492.138427734375,494.90441567999653,467.47500708216546,467.47500708216546,1634066
2021-07-05,489.6490478515625,504.19350131073514,486.4220617797486,496.0799475850088,800318
2021-07-06,507.3974609375,526.9207150204763,490.0408749490519,490.9628709508375,4975560
2021-07-07,506.89031982421875,520.0056890280714,502.48776687996263,511.70772590528304,1967718
2021-07-08,528.7877807617188,533.3746883724534,508.0197982596747,509.172293264801,2454964
2021-07-09,515.6492919921875,532.4526451676834,511.98432443627445,530.6086533229468,1019836
2021-07-12,512.3992919921875,520.8355781486911,509.1031449409122,518.5766766277643,705288
2021-07-13,505.4611511230469,518.1155778979112,502.48773702371756,513.7821861586543,569030
2021-07-14,510.1864013671875,523.0021667012645,505.9452427982704,508.80340753721504,900610
2021-07-15,504.95416259765625,515.6032054497216,502.4878344814121,513.4596097072804,373744
2021-07-16,495.45758056640625,515.3957432642402,494.189836117411,509.4027695053537,680236
2021-07-19,498.8458557128906,502.9487486015949,492.34579606462273,495.4806045417402,390422
2021-07-20,491.7696533203125,502.0037871769057,485.8688559688336,498.84596189530356,288832
2021-07-22,510.4630432128906,531.5306266330886,494.58163036122045,495.57278719043387,3077192
2021-07-23,508.50384521484375,530.1476779030445,506.17578290221115,516.3177384794868,1237734
2021-07-26,509.33355712890625,519.6829945321009,506.03741063947757,509.63321704142925,994962
2021-07-27,507.143798828125,516.3176686600417,500.6437394328618,512.1686873940234,474812
2021-07-28,504.977294921875,511.3621069085844,499.2839800371379,511.246857391589,394264
2021-07-29,507.0517272949219,516.1333656689606,504.7928257695208,510.3017295319487,512508
2021-07-30,514.6350708007812,518.6227144825245,507.512674698221,507.512674698221,409294
2021-08-02,506.1758117675781,518.0465104497413,504.79281774635524,516.3408403332347,374252
2021-08-03,507.3974609375,511.63862003604584,505.9453059798537,508.0197969838713,266478
2021-08-04,497.6241760253906,515.3265071873476,496.5178260505229,510.7856889868362,369028
2021-08-05,497.43988037109375,504.2626165397289,493.33698719701056,498.79980186836974,347968
2021-08-06,497.7626953125,502.2343543444168,493.77505051799875,502.2343543444168,222682
2021-08-09,500.59771728515625,511.24675935871437,498.3388159303609,502.6261196501596,630462
2021-08-10,509.2415466308594,529.6868004771202,502.4879134204186,508.0198904489003,2274418
2021-08-11,504.6315002441406,518.1387086368438,493.72888567811333,514.012798815216,561760
2021-08-12,509.1722412109375,513.5286493752811,495.5728015407495,498.84587576586017,582148
2021-08-13,502.0038146972656,529.5484487696422,500.2520558345748,512.6298424850667,1570668
2021-08-16,492.7608337402344,499.7218931370311,488.2430302778488,493.7289184038379,530890
2021-08-17,491.83880615234375,501.7502637306514,488.3582485395943,495.2271303952096,455472
2021-08-18,516.3869018554688,520.9277207326857,499.3991374386214,506.63678326125796,1710306
2021-08-20,519.3143310546875,541.6727376735533,510.7858666742954,512.5837704201327,3341314
2021-08-23,512.7449951171875,533.7895638250211,507.83535545327527,525.5376888591537,1190970
2021-08-24,534.7576293945312,538.9066110019025,516.3177111395474,518.1386305575612,1404384
2021-08-25,575.440673828125,580.8573995781594,539.3675853225766,539.5750118841896,6043016
2021-08-26,594.5029907226562,604.3683588651436,576.7084797408808,579.4513952443696,5374274
2021-08-27,636.8225708007812,644.9361233565819,583.2545759683529,596.2777678803068,8430452
2021-08-30,645.3741455078125,671.6741046476445,622.3473172781881,641.2482358029331,6787604
2021-08-31,634.2412109375,653.349559746575,629.7234070303908,640.7642890583298,2507708
2021-09-01,622.30126953125,637.1684564187337,617.5299510407995,628.8013306830358,1328524
2021-09-02,636.1080932617188,659.1810661870509,622.8083119193124,622.8083119193124,3944170
2021-09-03,642.8847045898438,659.2270591765482,638.7126506916836,659.2270591765482,4806414
2021-09-06,627.4874877929688,656.4151145444421,623.9839139751152,650.0072305908745,1917914
2021-09-07,637.0993041992188,642.4929588669223,617.8295632267934,626.9573471135583,2031434
2021-09-08,630.6221923828125,641.9166433970058,623.0157253732538,637.0992368006199,1335442
2021-09-09,633.5496215820312,639.335113152867,606.6734136500239,630.6222390424201,1826452
2021-09-13,647.8174438476562,651.2518564610374,627.4413546205755,633.4343286607957,1949648
2021-09-14,649.984130859375,664.6438902938536,631.5442101992369,651.0675212174957,4616986
2021-09-15,646.8032836914062,656.9221675521017,643.1152995928682,651.8511894166116,1476220
2021-09-16,660.1260375976562,685.4809265992993,645.397174587278,646.319170550974,5121110
2021-09-17,659.5037841796875,683.014684198673,652.3122260169504,665.6811691650009,4214790
2021-09-20,634.886474609375,667.9861562049782,629.8154961978811,656.4381328582244,2391458
2021-09-21,626.6115112304688,657.014305837336,617.7373000175304,640.2570403342313,3610208
2021-09-22,625.505126953125,633.7800748428677,617.7603942940034,624.6983804506642,1233098
2021-09-23,626.8419799804688,640.5335969673424,624.8135776891113,631.705530998165,1318724
2021-09-24,618.3827514648438,634.5176820652242,611.5830307118263,630.0921123553828,1244282
2021-09-27,616.1468505859375,626.0352343927099,614.3258748657304,622.7160715653897,959318
2021-09-28,620.7799072265625,629.9076903079906,615.801162497378,617.7373316241434,949512
2021-09-29,617.3685302734375,633.3191068984324,611.7674493098644,621.8863334112984,2481174
2021-09-30,624.398681640625,635.6931319722594,618.6823517982332,633.8261239472442,1750880
2021-10-01,616.815185546875,630.3915510897946,611.582870676178,623.8684758733295,1330144
2021-10-04,620.31884765625,628.0175474015869,615.8932784670087,617.7603427265187,859422
2021-10-05,633.8721923828125,650.4681188742898,617.7372638494318,620.3188411599398,2481466
2021-10-06,620.918212890625,639.773042206862,617.737315459173,632.028253354124,1187436
2021-10-07,625.6436157226562,640.718231879377,623.7304622517477,627.0957710692102,1441760
2021-10-08,623.1079711914062,632.9502674456504,620.2728221763457,629.7232813771001,906940
2021-10-11,629.170166015625,642.8848581091934,622.9005474677954,628.3403470095368,1121032
2021-10-12,643.8989868164062,646.757152041308,625.574315453634,629.1701225326017,1573200
2021-10-13,642.9308471679688,658.6277946983035,639.4042013490973,645.3971751180507,1867518
2021-10-14,665.5658569335938,676.0535613458807,642.9308665777336,645.3971946022727,4466704
2021-10-18,682.46142578125,721.9228418997352,673.0570556664198,679.9720254164173,7684378
2021-10-19,659.2503051757812,702.1000527956965,647.7944582444409,692.8800914983137,3102698
2021-10-20,649.9609985351562,672.1580603166555,636.3154709407812,656.4610581510613,2088236
